iter	Passed	Remaining
0	13	98530
1	19	72737
2	25	64493
3	34	65040
4	46	69677
5	49	62707
6	62	66745
7	76	71553
8	90	76047
9	103	77830
10	109	75129
11	117	73411
12	123	71499
13	135	72725
14	141	70981
15	148	69963
16	154	68264
17	158	66130
18	177	70348
19	187	70288
20	195	69828
21	201	68876
22	207	67615
23	219	68678
24	229	69005
25	234	67740
26	241	67093
27	247	66346
28	264	68333
29	280	70120
30	292	70691
31	310	72755
32	321	73036
33	336	74281
34	350	75119
35	366	76374
36	376	76253
37	382	75482
38	389	74734
39	394	73884
40	399	72934
41	404	72067
42	412	71815
43	417	71076
44	424	70589
45	430	69991
46	443	70575
47	460	71857
48	467	71354
49	475	71075
50	479	70339
51	488	70196
52	494	69701
53	501	69402
54	510	69442
55	517	69065
56	523	68706
57	535	69042
58	545	69069
59	556	69284
60	566	69313
61	577	69525
62	587	69694
63	598	69776
64	606	69683
65	618	69930
66	633	70525
67	642	70522
68	649	70206
69	655	69815
70	660	69427
71	666	69094
72	674	68908
73	683	68926
74	698	69439
75	715	70173
76	728	70520
77	737	70463
78	742	70075
79	749	69802
80	756	69555
81	762	69259
82	768	68969
83	775	68736
84	780	68356
85	787	68147
86	793	67918
87	798	67547
88	812	67954
89	826	68292
90	831	67965
91	836	67643
92	848	67841
93	859	68031
94	877	68654
95	893	69179
96	899	68968
97	907	68808
98	916	68805
99	924	68723
100	931	68519
101	937	68272
102	942	67937
103	947	67633
104	964	68220
105	984	68934
106	993	68921
107	1001	68820
108	1006	68554
109	1012	68315
110	1021	68288
111	1027	68060
112	1035	67957
113	1040	67709
114	1045	67433
115	1060	67792
116	1068	67689
117	1073	67443
118	1080	67297
119	1087	67153
120	1093	66980
121	1099	66775
122	1104	66537
123	1110	66359
124	1116	66144
125	1122	65955
126	1127	65742
127	1132	65499
128	1150	65994
129	1161	66100
130	1170	66101
131	1177	66005
132	1184	65865
133	1189	65678
134	1194	65451
135	1201	65325
136	1207	65182
137	1213	64997
138	1222	65013
139	1230	64950
140	1241	65047
141	1253	65240
142	1261	65149
143	1268	65062
144	1275	64972
145	1280	64794
146	1286	64615
147	1295	64650
148	1302	64524
149	1307	64341
150	1313	64181
151	1320	64087
152	1325	63927
153	1333	63858
154	1338	63709
155	1345	63611
156	1349	63400
157	1363	63636
158	1371	63580
159	1377	63442
160	1382	63304
161	1389	63199
162	1396	63146
163	1410	63344
164	1424	63600
165	1438	63835
166	1452	64058
167	1463	64123
168	1469	64014
169	1475	63870
170	1481	63758
171	1488	63674
172	1499	63764
173	1505	63660
174	1522	63981
175	1528	63894
176	1535	63793
177	1541	63691
178	1549	63654
179	1555	63518
180	1561	63420
181	1568	63320
182	1574	63213
183	1588	63420
184	1600	63542
185	1615	63802
186	1629	63998
187	1642	64161
188	1653	64242
189	1661	64187
190	1679	64551
191	1693	64725
192	1707	64922
193	1727	65335
194	1734	65267
195	1742	65212
196	1749	65127
197	1756	65044
198	1774	65361
199	1787	65504
200	1792	65384
201	1798	65271
202	1810	65366
203	1822	65448
204	1836	65633
205	1857	66053
206	1873	66296
207	1880	66197
208	1888	66149
209	1894	66052
210	1901	65964
211	1910	65962
212	1921	66004
213	1932	66076
214	1939	65996
215	1950	66062
216	1967	66321
217	1982	66498
218	1993	66547
219	2002	66543
220	2008	66450
221	2013	66306
222	2019	66183
223	2026	66114
224	2042	66328
225	2056	66478
226	2067	66519
227	2074	66449
228	2080	66337
229	2086	66217
230	2093	66146
231	2106	66269
232	2114	66235
233	2121	66169
234	2128	66072
235	2135	65999
236	2149	66151
237	2164	66337
238	2178	66474
239	2192	66591
240	2208	66815
241	2217	66781
242	2231	66924
243	2246	67102
