iter	Passed	Remaining
0	11	90015
1	17	66865
2	23	59292
3	29	55039
4	37	57059
5	44	55187
6	52	56750
7	62	58912
8	73	61433
9	79	59517
10	85	58306
11	95	59890
12	101	58789
13	110	59470
14	115	57940
15	121	57111
16	129	57346
17	138	57958
18	153	60667
19	168	63137
20	180	64398
21	187	64133
22	193	63174
23	199	62411
24	210	63344
25	216	62554
26	221	61545
27	226	60594
28	231	59830
29	244	61091
30	253	61307
31	261	61231
32	266	60547
33	271	59953
34	276	59269
35	288	60130
36	293	59457
37	298	58940
38	303	58357
39	308	57752
40	320	58628
41	336	59969
42	351	61138
43	367	62490
44	380	63232
45	384	62537
46	389	61998
47	395	61600
48	402	61429
49	407	60928
50	409	60091
51	415	59767
52	424	59848
53	431	59813
54	441	60071
55	451	60329
56	463	60746
57	470	60606
58	475	60218
59	480	59809
60	485	59482
61	490	59110
62	495	58679
63	511	59669
64	522	60000
65	529	59920
66	536	59774
67	547	60045
68	551	59692
69	558	59542
70	564	59310
71	569	59034
72	575	58817
73	580	58540
74	592	58951
75	615	60387
76	637	61679
77	643	61445
78	649	61265
79	654	60989
80	663	61000
81	668	60697
82	674	60499
83	689	61097
84	700	61331
85	712	61687
86	732	62646
87	737	62367
88	743	62162
89	749	61998
90	755	61769
91	760	61511
92	766	61274
93	781	61808
94	794	62204
95	806	62482
96	815	62536
97	823	62425
98	828	62198
99	834	62005
100	839	61765
101	845	61578
102	851	61386
103	860	61466
104	874	61879
105	888	62222
106	901	62558
107	914	62839
108	922	62796
109	927	62592
110	933	62403
111	938	62193
112	944	61980
113	948	61729
114	962	62085
115	976	62439
116	991	62842
117	997	62651
118	1002	62454
119	1009	62332
120	1014	62145
121	1021	62052
122	1027	61874
123	1032	61678
124	1038	61554
125	1052	61852
126	1065	62097
127	1079	62437
128	1091	62648
129	1106	62977
130	1118	63207
131	1125	63068
132	1130	62860
133	1139	62888
134	1143	62673
135	1149	62482
136	1154	62312
137	1167	62535
138	1183	62934
139	1202	63485
140	1208	63358
141	1216	63277
142	1222	63148
143	1236	63445
144	1243	63359
145	1250	63258
146	1256	63091
147	1261	62940
148	1279	63388
149	1293	63660
150	1311	64093
151	1325	64344
152	1340	64652
153	1356	64982
154	1370	65215
155	1384	65462
156	1506	70751
157	1512	70571
158	1523	70622
159	1534	70706
160	1541	70557
161	1547	70414
162	1555	70296
163	1567	70417
164	1581	70622
165	1587	70439
166	1593	70272
167	1604	70342
168	1619	70540
169	1631	70638
170	1637	70477
171	1643	70302
