iter	Passed	Remaining
0	7	53803
1	12	45901
2	20	52214
3	26	50419
4	31	48041
5	47	59137
6	55	59166
7	60	57073
8	67	56169
9	73	55362
10	83	56838
11	89	55916
12	95	54952
13	101	54397
14	105	53093
15	123	58018
16	133	58817
17	143	59703
18	148	58746
19	154	57957
20	170	61033
21	177	60628
22	183	59792
23	189	59165
24	196	58944
25	206	59715
26	223	62201
27	237	63622
28	248	64205
29	257	64341
30	266	64459
31	273	64097
32	278	63302
33	290	63951
34	306	65659
35	319	66495
36	326	66164
37	331	65388
38	336	64616
39	341	63929
40	346	63343
41	353	62945
42	358	62377
43	368	62753
44	374	62261
45	380	61835
46	384	61204
47	394	61442
48	410	62610
49	418	62575
50	423	62132
51	428	61634
52	446	62947
53	453	62850
54	461	62791
55	472	63133
56	486	63823
57	501	64647
58	509	64537
59	516	64325
60	521	63922
61	527	63513
62	538	63857
63	543	63415
64	549	63124
65	555	62788
66	560	62482
67	565	62097
68	575	62195
69	580	61842
70	584	61433
71	589	61104
72	594	60723
73	599	60395
74	605	60165
75	610	59886
76	618	59825
77	622	59504
78	627	59194
79	633	58961
80	638	58756
81	653	59349
82	667	59905
83	680	60321
84	688	60282
85	694	60121
86	699	59870
87	704	59604
88	710	59403
89	722	59763
90	728	59547
91	733	59315
92	739	59160
93	755	59758
94	775	60665
95	783	60656
96	788	60430
97	802	60857
98	808	60677
99	814	60490
100	818	60246
101	824	60036
102	829	59795
103	842	60187
104	852	60308
105	858	60129
106	862	59877
107	868	59670
108	873	59489
109	879	59327
110	894	59824
111	899	59610
112	905	59441
113	910	59260
114	915	59034
115	928	59329
116	938	59469
117	947	59539
118	956	59604
119	967	59772
120	982	60139
121	986	59930
122	991	59706
123	999	59694
124	1005	59561
125	1011	59427
126	1026	59847
127	1036	59949
128	1046	60065
129	1060	60392
130	1071	60554
131	1086	60882
132	1096	60969
133	1111	61337
134	1124	61631
135	1136	61787
136	1141	61614
137	1147	61486
138	1160	61695
139	1169	61746
140	1174	61566
141	1181	61467
142	1187	61338
143	1192	61173
144	1205	61417
145	1219	61681
146	1235	62051
147	1248	62285
148	1267	62813
149	1278	62893
150	1284	62769
151	1290	62638
152	1299	62656
153	1305	62525
154	1315	62622
155	1329	62867
156	1341	62987
157	1355	63272
158	1367	63417
159	1385	63830
160	1399	64059
161	1413	64279
162	1426	64470
163	1439	64658
164	1455	64969
165	1469	65215
166	1482	65352
167	1499	65732
168	1513	65938
169	1527	66151
170	1541	66345
171	1555	66545
172	1573	66937
173	1600	67678
174	1606	67539
175	1614	67457
176	1623	67437
177	1629	67315
178	1634	67133
179	1640	66988
180	1646	66858
181	1652	66744
182	1658	66608
183	1673	66832
184	1683	66865
185	1693	66867
186	1707	67051
187	1721	67238
188	1734	67361
189	1747	67535
190	1761	67686
191	1773	67797
192	1784	67862
193	1797	67975
194	1804	67900
195	1809	67723
196	1815	67574
197	1822	67494
198	1827	67338
199	1833	67193
200	1838	67041
201	1844	66924
202	1862	67241
203	1872	67270
204	1882	67281
205	1892	67299
206	1901	67273
207	1911	67284
208	1919	67262
209	1925	67133
210	1931	66990
211	1936	66853
