iter	MAE	RMSE
0	17332.50914	20559.28061
1	16038.52006	19157.92367
2	14840.86068	17857.14591
3	13732.87473	16663.79091
4	12708.62388	15565.81181
5	11761.77432	14556.99921
6	10886.2653	13659.16595
7	10078.51674	12776.92636
8	9333.041898	11986.73751
9	8640.540838	11246.83241
10	8005.908703	10565.64016
11	7419.176884	9947.780946
12	6883.622717	9375.852619
13	6393.342054	8847.224811
14	5948.518923	8369.584146
15	5537.09052	7928.075928
16	5169.620187	7528.040127
17	4842.978247	7177.467859
18	4545.369108	6862.47573
19	4270.713167	6552.191356
20	4024.70598	6272.163895
21	3803.457637	6019.467182
22	3612.45003	5788.057093
23	3444.278784	5568.20343
24	3293.366957	5369.860517
25	3161.762925	5194.941903
26	3049.685442	5062.399231
27	2942.040428	4927.937338
28	2841.747139	4784.412854
29	2754.886496	4669.709353
30	2680.700284	4561.592498
31	2612.897373	4443.058526
32	2549.670746	4355.633544
33	2498.708214	4271.440161
34	2449.773251	4193.887523
35	2404.099527	4102.849385
36	2365.666677	4026.977668
37	2330.575279	3958.928258
38	2297.057813	3896.428318
39	2268.407697	3849.844975
40	2240.459948	3803.642305
41	2216.541136	3735.460788
42	2193.975084	3687.383479
43	2171.120855	3647.066968
44	2151.768542	3619.142448
45	2132.979668	3566.534029
46	2114.645993	3524.984855
47	2099.36523	3488.554699
48	2086.253391	3450.548067
49	2070.44523	3429.512823
50	2056.078429	3397.765501
51	2045.365756	3362.144207
52	2033.746272	3332.915859
53	2023.772962	3311.70208
54	2016.118775	3299.100229
55	2008.756014	3288.228208
56	1999.205151	3262.682172
57	1987.974484	3242.517125
58	1977.269138	3219.157642
59	1968.646885	3199.294282
60	1957.022611	3172.468037
61	1949.375296	3159.779463
62	1942.021519	3141.582534
63	1936.280335	3127.068427
64	1929.70838	3103.914076
65	1923.307493	3094.408468
66	1917.682046	3074.448141
67	1909.869191	3064.014209
68	1903.539417	3052.999394
69	1896.626644	3042.418139
70	1888.333093	3029.735438
71	1878.599804	3010.257742
72	1870.7973	2992.394501
73	1862.695472	2972.710336
74	1857.678085	2959.440775
75	1849.788388	2944.0955
76	1841.048245	2935.060697
77	1836.820233	2924.319052
78	1830.160166	2906.997379
79	1821.507818	2894.038462
80	1817.893336	2889.292006
81	1811.888716	2879.722553
82	1807.530627	2872.376902
83	1798.055721	2856.217527
84	1792.091005	2848.95759
85	1790.034905	2844.696608
86	1783.792859	2834.630675
87	1777.255182	2818.853758
88	1769.535635	2810.351657
89	1766.15605	2802.264421
90	1760.223023	2788.092636
91	1757.858284	2781.899612
92	1755.116847	2775.369396
93	1748.435959	2760.809861
94	1741.463423	2747.379615
95	1735.156818	2738.090995
96	1729.25035	2727.259006
97	1725.348109	2716.718225
98	1719.641738	2706.113853
99	1712.990429	2692.930501
100	1707.52507	2679.691376
101	1707.207658	2679.497485
102	1703.585097	2671.858735
103	1698.722116	2659.257932
104	1693.643808	2648.035678
105	1689.608898	2641.518866
106	1687.664518	2639.438322
107	1682.266581	2625.01794
108	1679.886804	2617.687524
109	1676.264172	2611.706047
110	1673.012253	2608.285773
111	1670.642355	2604.641678
112	1667.092932	2592.047193
113	1660.648424	2577.821468
114	1655.859752	2566.045891
115	1652.67483	2562.840077
116	1650.63183	2559.191493
117	1643.291552	2544.730549
118	1642.304858	2543.060492
119	1637.020621	2529.070396
120	1632.708027	2518.638059
121	1627.958799	2513.554623
122	1624.379742	2507.605423
123	1620.609502	2503.568449
124	1616.62639	2492.447466
125	1613.12153	2487.957369
126	1610.510262	2481.260665
127	1605.93891	2473.736052
128	1600.773278	2462.764509
129	1597.336587	2456.417094
130	1593.474393	2444.871696
131	1589.229848	2440.628937
132	1586.459134	2435.128596
133	1581.420287	2427.882989
134	1577.552079	2419.200229
135	1575.689969	2412.512316
136	1572.085318	2403.807906
137	1567.542504	2397.680557
138	1562.757335	2384.131264
139	1559.588512	2378.188341
140	1556.575962	2371.295782
141	1553.004685	2367.162909
142	1550.536013	2362.413292
143	1548.030424	2355.701109
144	1545.698482	2352.13885
145	1541.65692	2344.731862
146	1540.240966	2340.610954
147	1537.843399	2334.350173
148	1534.353423	2327.062295
149	1531.87656	2322.013295
150	1528.528861	2317.956542
151	1524.676685	2310.044711
152	1520.493126	2299.233972
153	1517.378243	2292.644832
154	1515.065966	2286.724501
155	1513.495494	2283.195303
156	1511.779693	2278.768707
157	1507.91209	2270.216587
158	1505.299124	2265.006831
159	1501.458286	2258.855559
160	1498.44527	2253.788936
161	1495.132951	2246.59791
162	1490.984968	2243.191973
163	1488.578121	2237.779732
164	1487.070256	2233.664112
165	1484.762198	2227.765137
166	1481.756221	2221.007537
167	1479.097878	2215.036379
168	1475.110088	2207.953405
169	1473.152908	2204.053302
170	1471.439057	2199.462457
171	1469.423616	2196.711337
172	1466.727318	2192.515003
173	1464.150496	2187.709943
174	1461.502476	2183.772882
175	1458.912922	2178.42293
176	1456.864148	2173.694301
177	1453.336493	2168.195862
178	1449.403315	2159.967163
179	1445.81853	2156.135554
180	1444.443448	2153.144759
181	1442.856052	2150.48371
182	1439.748589	2145.687926
183	1437.018269	2141.126527
184	1432.40385	2130.469645
185	1430.141414	2126.009839
186	1428.724123	2123.281192
187	1426.612171	2117.53553
188	1424.311162	2112.308671
189	1420.450295	2105.846926
190	1418.093543	2102.612149
191	1416.125718	2097.691581
192	1413.727045	2094.300365
193	1412.683267	2092.336504
194	1410.394687	2088.576138
195	1407.814582	2082.160425
196	1405.838489	2077.729443
197	1402.893568	2074.576239
198	1400.6544	2069.851255
199	1398.628883	2067.428588
200	1397.355798	2064.781224
201	1395.229085	2059.817843
202	1394.679078	2058.328724
203	1391.141993	2053.502451
204	1389.597108	2049.04605
205	1387.151857	2046.575083
206	1385.00761	2043.001163
207	1382.558194	2038.979207
208	1379.932264	2033.74145
209	1379.014802	2031.7847
210	1377.965744	2028.712818
211	1376.378112	2024.183876
212	1374.483356	2022.573324
213	1372.852209	2016.946453
214	1370.782275	2012.662003
215	1369.348422	2010.083241
216	1367.98308	2007.384389
217	1366.534486	2004.846656
218	1364.787716	2002.219976
219	1362.927075	1997.146734
220	1361.104972	1993.064487
221	1359.482043	1991.020278
222	1357.44004	1988.530843
223	1356.247483	1985.621585
224	1354.192002	1981.090773
225	1352.601905	1977.344327
226	1350.989083	1975.894249
227	1348.079331	1970.121179
228	1346.221524	1967.582398
229	1344.901235	1965.201565
230	1343.296847	1962.022858
231	1342.624255	1960.453135
232	1341.068682	1956.825199
233	1338.605349	1951.342587
234	1336.621331	1947.477662
235	1333.46639	1942.439909
236	1332.083596	1939.208585
237	1330.598197	1935.857293
238	1328.078494	1933.486096
239	1326.234621	1931.642242
240	1324.204378	1927.882295
241	1322.770087	1924.342625
242	1321.7286	1921.983488
243	1319.961547	1919.01632
244	1317.864468	1914.663075
245	1314.992802	1909.065335
246	1313.407205	1905.736091
247	1310.340908	1901.116607
248	1308.9493	1899.079974
249	1307.3973	1896.897318
250	1305.46831	1891.812476
251	1303.588864	1887.530038
252	1301.651481	1885.243271
253	1299.415406	1880.505402
254	1296.664715	1876.63732
255	1295.158126	1874.610933
256	1293.903524	1872.63758
257	1292.075616	1869.816521
258	1291.383328	1868.353695
259	1290.231156	1867.420043
260	1288.029254	1864.00589
261	1285.884749	1861.352742
262	1284.198111	1859.185289
263	1282.275685	1854.747198
264	1281.60453	1853.396306
265	1280.621393	1851.053179
266	1278.534694	1847.899448
267	1277.798936	1847.151674
268	1275.841053	1844.193577
269	1274.354168	1841.106095
270	1272.802341	1839.666412
271	1271.792735	1837.592239
272	1270.618351	1835.147827
273	1269.7492	1832.881914
274	1268.249148	1830.811527
275	1267.125326	1829.114841
276	1265.213988	1825.162524
277	1263.557781	1823.446891
278	1261.710197	1818.470318
279	1260.416413	1815.516572
280	1258.230965	1811.057456
281	1256.833838	1808.98086
282	1255.771968	1806.626665
283	1254.161944	1805.087455
284	1253.008253	1803.687123
285	1250.836208	1800.703505
286	1250.437576	1800.044816
287	1249.350451	1798.73738
288	1248.643963	1797.190495
289	1247.31512	1794.687717
290	1246.013867	1792.168639
291	1243.956562	1788.980692
292	1243.000802	1787.809856
293	1242.141102	1786.297399
294	1240.782456	1784.468455
295	1239.825939	1782.427159
296	1239.069435	1781.272913
297	1238.075951	1779.630947
298	1235.811353	1776.379603
299	1234.020423	1774.794392
300	1233.111696	1772.579507
301	1231.743036	1770.722326
302	1230.808386	1768.498275
303	1228.893111	1765.67806
304	1227.212972	1761.945197
305	1225.69912	1758.634252
306	1224.274245	1756.143094
307	1223.369359	1754.048491
308	1222.157745	1752.635318
309	1220.998771	1750.840648
310	1219.494719	1747.850129
311	1217.669881	1744.415192
312	1216.476265	1741.469362
313	1215.778375	1739.876278
314	1214.433277	1738.0589
315	1213.665142	1736.912337
316	1213.084466	1735.871286
317	1212.051516	1733.330804
318	1210.102245	1728.76288
319	1208.848008	1726.253186
320	1207.82584	1725.211068
321	1207.185797	1723.443964
322	1205.385141	1721.563872
323	1203.943223	1719.907036
324	1202.348102	1718.237108
325	1200.838945	1715.790227
326	1199.379595	1712.896748
327	1196.878675	1708.59204
328	1195.944388	1707.444632
329	1194.020641	1703.27241
330	1193.567521	1702.370602
331	1193.320624	1701.803673
332	1192.161161	1700.593269
333	1190.742641	1699.131284
334	1189.592733	1697.430878
335	1188.810142	1696.543734
336	1187.632952	1695.133462
337	1186.766484	1693.545788
338	1185.565516	1691.006996
339	1184.548205	1689.188291
340	1182.943317	1686.658632
341	1181.255651	1684.323082
342	1180.585987	1683.016504
343	1179.795559	1681.743593
344	1178.930904	1679.938564
345	1178.246576	1679.184005
346	1176.478676	1677.373757
347	1175.485418	1675.436911
348	1174.763942	1674.213127
349	1173.579682	1671.303239
350	1172.23548	1668.460183
351	1171.033983	1666.948639
352	1170.315626	1665.43463
353	1168.644479	1661.58631
354	1167.415599	1658.755942
355	1166.262928	1656.694625
356	1165.320432	1655.379071
357	1164.450914	1653.99197
358	1162.941473	1652.192532
359	1161.427079	1649.893232
360	1160.625357	1648.759154
361	1160.259201	1648.250026
362	1159.462061	1647.017674
363	1158.306143	1646.038457
364	1157.765163	1645.049642
365	1157.290805	1644.489317
366	1156.516339	1643.330777
367	1155.845691	1642.181564
368	1154.99	1640.90064
369	1153.804384	1639.938833
370	1152.968632	1637.94637
371	1152.227001	1636.905698
372	1151.677009	1635.094661
373	1150.692331	1632.649768
374	1149.434009	1631.246985
375	1148.250701	1630.081436
376	1146.88138	1627.916158
377	1146.282806	1626.898718
378	1145.705578	1625.481608
379	1144.878854	1624.026866
380	1144.144987	1623.2781
381	1142.778916	1620.525711
382	1141.776006	1619.341395
383	1140.468266	1616.599015
384	1139.836577	1615.147691
385	1138.806656	1613.530234
386	1137.815559	1612.596051
387	1136.217834	1610.88889
388	1135.306052	1609.676507
