iter	MAE	RMSE
167	1493.279599	2379.189065
168	1490.698071	2373.705657
169	1488.568275	2369.456642
170	1487.369993	2367.55383
171	1485.369085	2364.868361
172	1481.295738	2361.266207
173	1478.030563	2358.027047
174	1474.767796	2350.277333
175	1472.097241	2343.653798
176	1468.458799	2335.982006
177	1464.754901	2330.221624
178	1463.2841	2326.401127
179	1460.508306	2320.620039
180	1457.709556	2313.209353
181	1455.890785	2309.163299
182	1453.08481	2304.695731
183	1449.746764	2300.244052
184	1448.391563	2297.825992
185	1445.891807	2294.561116
186	1443.167034	2289.140649
187	1440.084291	2286.300052
188	1438.273152	2283.315392
189	1435.306072	2275.17009
190	1432.270575	2271.924039
191	1429.862696	2269.127783
192	1428.778037	2267.732686
193	1426.737759	2264.564914
194	1423.919224	2258.412845
195	1422.149203	2256.406421
196	1420.703098	2253.378027
197	1418.849955	2248.705422
198	1416.604128	2244.478251
199	1414.147284	2236.107491
200	1412.06351	2228.83145
201	1408.644986	2220.462459
202	1407.519343	2218.56863
203	1405.241352	2214.960033
204	1402.805998	2210.519941
205	1400.356958	2207.059938
206	1397.962581	2203.224099
207	1395.78043	2198.006718
208	1394.165371	2175.280908
209	1391.974453	2172.740481
210	1388.940219	2168.174958
211	1387.967989	2165.743458
212	1385.855597	2160.839217
213	1382.169524	2152.759836
214	1379.330238	2149.477764
215	1377.028866	2145.929161
216	1373.737572	2142.47013
217	1372.617524	2139.825404
218	1371.199687	2136.997987
219	1370.103372	2130.333165
220	1368.641038	2126.646465
221	1367.664532	2124.897781
222	1364.755519	2119.968118
223	1363.875133	2118.391629
224	1362.705504	2115.701241
225	1360.011082	2112.871012
226	1357.083438	2108.635198
227	1355.331984	2101.47791
228	1353.801819	2098.097746
229	1350.663805	2091.599961
230	1349.064371	2087.078857
231	1347.121364	2083.985275
232	1344.917967	2078.385818
233	1343.228233	2076.597117
234	1341.627938	2072.192364
235	1339.79894	2068.834633
236	1338.215433	2067.220788
237	1335.905177	2063.718893
238	1333.097006	2058.719503
239	1331.701262	2056.344565
240	1330.613853	2053.70125
241	1328.953082	2051.173632
242	1327.390349	2044.233549
243	1325.875058	2041.525197
244	1324.032537	2023.175196
245	1322.60592	2020.563795
246	1321.738499	2017.773554
247	1320.043347	2015.628598
248	1317.767145	2013.150287
249	1316.679239	2010.330933
250	1315.455155	2008.312795
251	1311.95131	2004.388468
252	1310.552829	2000.731749
253	1307.164846	1994.4239
254	1306.213024	1992.776239
255	1305.180813	1991.652617
256	1303.546356	1989.542731
257	1301.22296	1971.542585
258	1299.599176	1969.914868
259	1298.068385	1966.490919
260	1295.983111	1963.467458
261	1294.845339	1960.879855
262	1292.725079	1957.162693
263	1291.258527	1955.370382
264	1289.148044	1953.243096
265	1288.156428	1952.220655
266	1286.898762	1950.115473
267	1285.862871	1947.710814
268	1283.867036	1944.868784
269	1281.765496	1940.390332
270	1280.654524	1937.840335
271	1278.054061	1933.960961
272	1277.46767	1932.736688
273	1276.160439	1924.758909
274	1274.715756	1911.242586
275	1273.160164	1909.313199
276	1272.709871	1908.705529
277	1271.76515	1907.192577
278	1270.867594	1906.37049
279	1270.031575	1903.805448
280	1268.42769	1901.702914
281	1267.170125	1899.953478
282	1264.869066	1896.607414
283	1263.254142	1892.816801
284	1260.411989	1888.856269
285	1259.337599	1886.049237
286	1258.860822	1884.93488
287	1256.526359	1882.649665
288	1255.780867	1881.218439
289	1255.072826	1879.170814
290	1253.162198	1874.935544
291	1252.383552	1873.039699
292	1249.755918	1867.155247
293	1248.288096	1864.252848
294	1246.506194	1861.129221
295	1245.338749	1859.628315
296	1244.768747	1857.965868
297	1242.876345	1855.688738
298	1241.156698	1852.907115
299	1240.636724	1852.135486
300	1239.179233	1848.613786
301	1237.653384	1846.302814
302	1236.095277	1843.975738
303	1234.987495	1842.350639
304	1233.364394	1838.943105
305	1232.459528	1836.945077
306	1230.292377	1832.564168
307	1230.002105	1831.800623
308	1227.681635	1829.002373
309	1226.294517	1827.262006
310	1224.75068	1824.676041
311	1224.024264	1823.692681
312	1222.237656	1821.696622
313	1220.060273	1818.680808
314	1219.003205	1816.835112
315	1217.860872	1814.31631
316	1216.855599	1812.448877
317	1215.089345	1810.365325
318	1213.886031	1809.210654
319	1213.066021	1807.909831
320	1211.574655	1805.701183
321	1211.110502	1804.46278
322	1209.474375	1800.796501
323	1208.447492	1798.124457
324	1207.004873	1796.205477
325	1206.037371	1794.946721
326	1204.834699	1793.806384
327	1204.303174	1792.884896
328	1203.138361	1790.842821
329	1202.030674	1789.580159
330	1200.93426	1788.220847
331	1199.209323	1784.341328
332	1198.142281	1782.428536
333	1196.720544	1779.284085
334	1195.463212	1777.79195
335	1194.146648	1775.289186
336	1193.188275	1773.071548
337	1191.743429	1770.809264
338	1191.016013	1769.62836
339	1190.600918	1769.16085
340	1189.270846	1765.631977
341	1187.951725	1763.76632
342	1186.3442	1762.232127
343	1185.677551	1761.123064
344	1184.203658	1759.0144
345	1183.476251	1758.007277
346	1181.974224	1755.072738
347	1180.404633	1752.151285
348	1178.857735	1748.920294
349	1177.958239	1746.93311
350	1177.278386	1745.688923
351	1175.797414	1742.677992
352	1175.219129	1741.53393
353	1174.809938	1740.949252
354	1173.318154	1738.565276
355	1171.864907	1735.961856
356	1170.581122	1734.128424
357	1168.812938	1732.554147
358	1167.867504	1731.11087
359	1165.848237	1727.597455
360	1164.547991	1724.519434
361	1163.572485	1723.274937
362	1163.146866	1722.289088
363	1162.271178	1720.524775
364	1160.984629	1718.375559
365	1159.961158	1716.966871
366	1159.093914	1715.126236
367	1158.036162	1703.327454
368	1157.14952	1701.987134
369	1156.237359	1700.361931
370	1155.073356	1698.310388
371	1153.81646	1696.781807
372	1152.542484	1694.279755
373	1151.763882	1693.223853
374	1151.247265	1692.318185
375	1150.128871	1681.823354
376	1149.027175	1679.90473
377	1147.691099	1676.698892
378	1146.687265	1674.777241
379	1145.773299	1673.743211
380	1145.131637	1672.531813
381	1144.036892	1671.479653
382	1143.428428	1670.269439
383	1142.988214	1669.666351
384	1142.32507	1668.646947
385	1141.874984	1667.436035
386	1141.083105	1666.554606
387	1138.706522	1663.90914
388	1137.375585	1660.260665
389	1136.12318	1658.1913
390	1135.03902	1656.876261
391	1133.11012	1655.027101
392	1131.790671	1652.323196
393	1131.113082	1651.433992
394	1130.40839	1650.68225
395	1129.200284	1649.537721
396	1128.199233	1648.142635
397	1127.678053	1647.228714
398	1126.770167	1645.448714
399	1125.947698	1643.743305
400	1124.499933	1641.12653
401	1122.778054	1638.886414
402	1122.171602	1637.444751
403	1121.128833	1634.851014
404	1120.045013	1633.52392
405	1119.078676	1632.791358
406	1118.180938	1623.710866
407	1117.36762	1622.192431
408	1115.237518	1619.483891
409	1114.565666	1618.401082
410	1114.03489	1617.238841
411	1113.123351	1616.05317
412	1112.289716	1614.923799
413	1111.55739	1613.040614
414	1110.719348	1611.990095
415	1109.284104	1610.478378
416	1108.718707	1609.654709
417	1107.924893	1608.742682
418	1107.316647	1606.298065
419	1106.353576	1604.196522
420	1105.569424	1602.690333
421	1104.448715	1599.233158
422	1103.96564	1598.309163
423	1102.941209	1597.198808
424	1102.348507	1596.369604
425	1101.200237	1594.195883
426	1100.007265	1592.777018
427	1099.382367	1591.519446
428	1098.25912	1589.76129
429	1097.625058	1588.317845
430	1096.517493	1585.946491
431	1096.243785	1585.555804
432	1095.684438	1584.412428
433	1095.160592	1583.562639
434	1094.378373	1582.391275
435	1093.813316	1581.7059
436	1093.030532	1580.587915
437	1092.565824	1579.401935
438	1091.786133	1577.928719
439	1090.799381	1576.982676
440	1090.355303	1576.494541
441	1089.864678	1575.590834
442	1089.013195	1574.496561
443	1088.293106	1573.241187
444	1087.864498	1572.380933
445	1086.437851	1570.140138
446	1085.481144	1568.108187
447	1084.923525	1566.770286
448	1084.46626	1565.720566
449	1083.459106	1563.499287
450	1082.385762	1561.893752
451	1081.323347	1559.788675
452	1080.508864	1558.660167
453	1080.083911	1558.092862
454	1079.359622	1556.743016
455	1078.441574	1555.808837
456	1077.623144	1554.929396
457	1076.297809	1552.631837
458	1075.675455	1551.831805
459	1075.163535	1551.217176
460	1074.131772	1550.111853
461	1073.439236	1549.296218
462	1072.861597	1548.089657
463	1072.322606	1547.065875
464	1071.635733	1545.722094
465	1070.661541	1544.923411
466	1069.546441	1543.323903
467	1068.551025	1541.585379
468	1067.459887	1540.162438
469	1066.507867	1538.340073
470	1065.610485	1537.132355
471	1065.266559	1536.733111
472	1064.594387	1534.99692
473	1063.506615	1533.532881
474	1062.955539	1532.729807
475	1061.895604	1530.914375
476	1060.801386	1528.100252
477	1059.898922	1526.079172
478	1058.483539	1524.814939
479	1057.743652	1523.051643
480	1057.046855	1521.832599
481	1056.427886	1520.361268
482	1055.636138	1518.898384
483	1054.293352	1517.512578
484	1052.78152	1514.395355
485	1051.771557	1512.416004
486	1051.242412	1511.19018
487	1050.626513	1509.864577
488	1049.614932	1507.720634
489	1048.728466	1506.70271
490	1048.026837	1505.41762
491	1047.467675	1504.656283
492	1046.492255	1503.727314
493	1045.464723	1501.999181
494	1044.680809	1500.834614
495	1043.266326	1498.776751
496	1042.47577	1497.468738
497	1041.889932	1496.722307
498	1041.139393	1495.166067
499	1040.5332	1493.928255
500	1039.661431	1492.949575
501	1039.121175	1491.909786
502	1037.98704	1490.315916
503	1037.076591	1488.680672
504	1036.238584	1487.670226
505	1035.669769	1486.922306
506	1034.924517	1485.342572
507	1034.252201	1484.427299
508	1033.923263	1484.181287
509	1032.675577	1482.796147
510	1031.873891	1481.655019
511	1030.968384	1480.441337
512	1030.558061	1479.768117
513	1029.915287	1479.147084
514	1029.539954	1478.624765
515	1028.932761	1477.466837
516	1028.122283	1476.718114
517	1027.344886	1475.395761
518	1027.121422	1475.11877
519	1026.790188	1474.45011
520	1025.722785	1472.075205
521	1025.239789	1471.218978
522	1024.877864	1470.742611
523	1024.371536	1470.11454
524	1023.839478	1469.307364
525	1022.660221	1467.384594
526	1021.625273	1460.187551
527	1021.069248	1459.120814
528	1020.454056	1457.701498
529	1019.672224	1457.057294
530	1019.102347	1455.852051
531	1018.664712	1455.366137
532	1017.93393	1454.447353
533	1016.913052	1453.373273
534	1016.212578	1452.663982
535	1015.904359	1452.00333
536	1015.385187	1451.01991
537	1014.410024	1449.66168
538	1013.247309	1447.436293
539	1012.694455	1446.593698
540	1011.254221	1445.103608
541	1010.776477	1444.455087
542	1010.246387	1443.843868
543	1009.682376	1443.044944
544	1009.265593	1442.229889
545	1008.35967	1441.185989
546	1007.927846	1440.758601
547	1007.307275	1439.803344
548	1006.597179	1438.981988
549	1006.035143	1438.062056
550	1004.948387	1436.489281
551	1004.373097	1435.944106
552	1003.837792	1434.831522
553	1003.343228	1434.312754
554	1002.673265	1433.493131
555	1001.814303	1432.71232
556	1001.258856	1431.711744
557	1000.659994	1430.992469
558	1000.12034	1430.339017
559	999.2705649	1429.01387
560	998.3477166	1426.942965
561	997.7013518	1426.130932
562	997.1751624	1425.228903
563	996.2059644	1418.857897
564	995.7854876	1418.411619
565	995.4558184	1417.416214
566	994.9851934	1416.467446
567	994.5010356	1415.838828
568	993.9085228	1414.835803
569	993.6385308	1414.352151
570	992.9337303	1412.95579
571	992.5094686	1412.227768
572	991.5236052	1410.531156
573	991.0671051	1410.029292
574	990.7413435	1409.724006
575	990.2810222	1408.91714
576	989.5876209	1408.237532
577	989.0980597	1407.358134
578	988.3773095	1406.241305
579	987.4489533	1404.598874
580	987.1438793	1404.186382
581	986.4046333	1403.045277
582	985.7111144	1402.116533
583	984.4794315	1400.156448
584	983.6028822	1398.803311
585	982.9696598	1397.478723
586	982.0260891	1396.395385
587	981.6123814	1395.911531
588	980.9703965	1395.260402
589	979.9437603	1389.462885
590	979.3436981	1388.616319
591	978.8218128	1387.649608
592	978.3508159	1386.746506
593	977.7522213	1386.132432
594	977.3854409	1385.519121
595	976.9952934	1384.786636
596	976.726309	1384.40869
597	975.3658917	1382.279234
598	974.8898701	1381.662718
599	974.2744426	1380.811186
600	973.9995035	1380.45514
601	973.5503572	1379.714758
602	972.7773268	1378.474958
603	972.3871767	1377.271436
604	971.695056	1376.088684
605	971.4066524	1375.768995
606	970.7827977	1374.772719
607	970.2871048	1374.127342
608	969.5909781	1373.036155
609	969.2298637	1372.498369
610	968.3734917	1371.29575
611	967.6677354	1366.613182
612	967.0381244	1365.412485
613	966.6985683	1364.793995
614	966.2631799	1364.148483
615	965.7476561	1363.437406
616	965.4147352	1362.775918
617	965.0324747	1362.127356
618	964.4126113	1361.357776
619	963.9561651	1360.969642
620	963.4998099	1360.381261
621	963.0797993	1359.510865
622	961.8688649	1358.178496
623	960.3972479	1356.276102
624	959.8656802	1355.385056
625	958.606547	1353.842252
626	958.0814172	1352.720843
627	957.6414978	1352.226311
628	957.4388903	1351.853247
629	956.5746974	1350.41691
630	955.9196705	1349.650462
631	955.6880592	1349.281169
632	955.0220828	1348.716064
633	954.4965496	1348.20249
634	953.9964783	1347.527856
635	953.3285668	1343.336236
636	953.0139221	1342.522946
637	952.6593871	1342.134916
638	952.1176424	1341.533794
639	951.3997051	1340.366221
640	950.9176737	1339.449315
641	950.6381147	1338.667762
642	949.9547851	1337.582879
643	949.1130609	1336.189538
644	948.5171886	1334.917304
645	948.1966052	1334.291839
646	947.4014477	1332.99926
647	946.4396328	1331.665649
648	945.9536953	1331.132824
649	945.762082	1330.807724
650	945.1712347	1329.803574
651	944.7677078	1329.071378
652	944.4730343	1328.706138
653	943.9412299	1328.214999
654	942.9575078	1326.087309
655	942.4861773	1325.305238
656	942.0874889	1324.874446
657	941.7124425	1324.009346
658	941.0294622	1322.857627
659	940.328571	1322.062716
660	939.8407844	1321.569139
661	939.0346944	1320.340392
662	938.1003208	1316.462482
663	937.7905511	1315.864684
664	937.1161626	1315.199985
665	936.6831583	1314.39182
666	935.8206092	1312.627941
667	935.3244344	1311.894166
668	934.8447267	1311.499119
669	934.4772713	1310.88019
670	933.6105776	1310.07742
671	932.4285886	1308.800661
672	931.8696065	1307.648181
673	931.2014971	1306.884665
674	930.5668003	1305.967142
675	930.1131684	1305.337732
676	929.8759043	1304.894178
677	929.2043664	1303.812037
678	928.9957791	1303.485702
679	928.0748475	1301.847801
680	927.8534769	1301.404546
681	927.1970362	1300.236748
682	926.822961	1299.728916
683	926.6149178	1299.470546
684	925.867674	1298.457625
685	925.4537478	1297.626748
686	924.7429515	1296.421028
687	924.4178428	1295.95137
688	924.0680503	1295.358644
689	923.5726448	1294.952095
690	923.1332057	1294.454233
691	922.4860733	1293.118139
692	921.7669776	1292.484357
693	920.9758889	1290.36398
694	920.4835638	1289.779419
695	919.8330466	1288.888086
696	918.7887315	1287.563949
697	918.2741296	1286.70713
698	917.9450118	1286.244588
699	917.3060649	1285.352092
700	916.6185768	1284.740157
701	915.9620751	1281.40171
702	915.271092	1280.633537
703	914.6259052	1279.941429
704	914.2619463	1279.566325
705	913.7276171	1278.610736
706	913.4669617	1278.248419
707	912.991043	1277.747394
708	912.2717451	1276.569664
709	911.8329939	1276.102953
710	911.6756472	1275.883652
711	911.4009691	1275.284253
712	910.5984895	1274.234557
713	909.6178142	1272.375289
714	908.6243765	1270.856055
715	907.8694901	1270.013336
716	907.3764435	1268.951743
717	907.0005282	1268.163413
718	906.471725	1267.64963
719	906.0972971	1267.198612
720	905.5484808	1266.450125
721	904.811914	1265.706403
722	904.0937117	1264.973023
723	903.1295659	1263.730433
724	902.8076124	1263.3239
725	902.1756026	1262.175451
726	901.5428761	1261.321753
727	901.0211168	1260.714845
728	900.6696563	1260.203316
729	900.4307775	1259.682812
730	900.0659212	1259.028677
731	899.5377448	1258.425922
732	899.0404805	1257.567467
733	898.6533918	1257.261243
734	898.3615139	1257.044775
735	898.0409593	1256.444599
736	897.1256714	1255.228234
737	896.7427902	1254.754586
738	896.2120387	1253.966118
739	895.8954764	1253.648166
740	895.2371254	1252.439739
741	895.0028148	1252.011376
742	894.4301252	1251.111799
743	893.8501653	1249.98644
744	893.4975699	1249.124191
745	893.1421676	1248.637305
746	892.8587796	1248.186466
747	892.6682573	1247.935769
748	892.0000264	1247.170775
749	891.7115819	1246.687093
750	891.4890356	1246.223938
751	890.9921325	1245.484189
752	890.5737856	1245.067341
753	890.0848298	1244.253105
754	889.5983785	1243.43558
755	888.9304037	1242.387213
756	888.6292969	1241.823846
757	888.057741	1238.870929
758	887.6851928	1238.082329
759	886.9799339	1237.063098
760	885.9423089	1235.523394
761	885.4697831	1234.459607
762	885.1064632	1233.871818
763	884.3791611	1232.834575
764	883.6787472	1231.814272
765	883.4325401	1231.173071
766	883.1516523	1230.858727
767	882.8760181	1230.373779
768	882.5073731	1230.030559
769	882.1171535	1229.510173
770	881.7525135	1229.033754
771	881.2400407	1228.239929
772	880.5569092	1226.840761
773	880.1185441	1226.18774
774	879.7875943	1225.577168
775	879.6369577	1225.397378
776	879.2427781	1224.639645
777	878.9862905	1224.2297
778	878.6644592	1223.747117
779	878.4437572	1223.511876
780	877.941729	1222.696198
781	877.2373289	1221.791101
782	876.7548184	1221.173169
783	876.4238214	1220.89926
784	875.875453	1220.263399
785	875.442414	1219.686487
786	874.7999669	1218.92298
787	874.4484826	1218.356204
788	874.054896	1217.962029
789	873.102338	1216.946421
790	872.6984459	1216.379705
791	871.9168685	1215.159082
792	871.4351145	1214.261198
793	870.9954883	1213.837886
794	870.3517598	1213.18194
795	870.2041651	1212.717667
796	869.6871425	1211.985868
797	869.4360193	1211.669317
798	869.0883737	1211.138736
799	868.5767689	1210.414076
800	868.2928561	1210.115814
801	867.9269587	1209.344172
802	867.6743055	1209.001102
803	866.8809371	1208.064813
804	866.3450376	1207.429652
805	865.8955453	1206.703077
806	864.9651424	1205.569662
807	864.5062726	1204.883202
808	864.1300999	1204.09156
809	863.7451436	1203.147816
810	863.600332	1202.955231
811	863.2338359	1202.377387
812	863.0084731	1201.845458
813	862.5454589	1199.039902
814	862.1291806	1198.242258
815	861.8180723	1197.759747
816	861.5011549	1197.493202
817	861.163741	1196.90076
818	860.5589353	1196.299846
819	860.2829824	1195.943017
820	859.9999396	1195.664772
821	859.2203678	1194.884793
822	858.7114467	1193.955203
823	857.8465428	1192.826039
824	857.2213456	1191.736836
825	856.5907404	1190.986092
826	855.9844076	1190.375114
827	855.6990007	1190.091641
828	855.552253	1189.876859
829	855.2098843	1189.441678
830	854.9432184	1189.086121
831	854.2341718	1188.165968
832	853.4539978	1187.395629
833	852.7158296	1186.38654
834	852.2363439	1185.465687
835	851.9753859	1185.095962
836	851.5408213	1184.549751
837	851.1611456	1184.072082
838	850.3735585	1182.902181
839	849.812391	1182.126447
840	849.4629972	1181.694803
841	848.8985572	1181.003632
842	847.9387692	1179.758925
843	847.4986317	1179.263247
844	846.9013966	1178.381966
845	846.5612745	1177.833055
846	846.0710921	1177.087495
847	845.6415187	1176.712494
848	845.232685	1176.03555
849	844.5160274	1175.21614
850	844.2970109	1175.041671
851	843.8913817	1174.311041
852	843.5933965	1173.877863
853	843.3811751	1173.698735
854	843.1461781	1173.402003
855	842.8617403	1172.965126
856	842.5404491	1172.673573
857	842.29488	1172.410845
858	841.5140746	1171.340358
859	841.1038183	1170.48669
860	840.3950217	1169.640753
861	840.0753283	1169.089615
862	839.6667882	1168.305146
863	839.1112433	1167.530874
864	838.6050466	1166.857757
865	838.3754547	1166.620055
866	838.1317117	1164.505631
867	837.724671	1163.969415
868	837.3801378	1163.556194
869	836.8738714	1161.551444
870	836.6191048	1161.063573
871	836.2285519	1160.699561
872	835.9448125	1160.39119
873	835.4914345	1159.852056
874	835.3254082	1159.659213
875	834.978387	1159.212273
876	834.6188163	1158.928685
877	834.1119562	1158.057436
878	833.8398328	1157.711065
879	833.4307156	1156.974377
880	832.8667375	1155.968492
881	832.3366468	1155.184454
882	831.8194786	1154.617953
883	831.3519657	1153.987986
884	831.0436152	1153.547862
885	830.3791057	1152.792213
886	830.0605344	1152.343965
887	829.8654776	1152.10128
888	829.0982787	1151.245946
889	828.9267021	1150.920515
890	828.7778934	1150.761206
891	828.4548644	1150.055216
892	828.0519294	1149.653728
893	827.8313054	1149.403351
894	827.4113162	1148.587381
895	826.8228722	1147.850098
896	826.4931667	1147.546909
897	826.0485128	1146.907437
898	825.719606	1146.39469
899	825.4747045	1146.065229
900	825.1063037	1145.446253
901	824.7455114	1144.880578
902	824.4776959	1144.515837
903	824.2858057	1144.244947
904	823.9947228	1143.628877
905	823.8356143	1143.385665
906	823.4968475	1142.608079
907	823.1874956	1142.181701
908	822.6597179	1141.542009
909	822.2806804	1141.006456
910	821.6599626	1139.740799
911	821.1651752	1138.905152
912	820.9070788	1138.608313
913	820.6423054	1138.219635
914	819.9546079	1136.993956
915	819.5893809	1136.267791
916	819.1917588	1135.441259
917	818.9048023	1134.897773
918	818.4434808	1134.174992
919	818.1266617	1133.833493
920	817.7616131	1133.367755
921	817.435699	1132.872113
922	817.0280336	1132.416268
923	816.5361417	1131.65578
924	816.1941316	1130.999932
925	815.6593396	1130.43457
926	815.3990556	1130.190122
927	815.3087412	1130.09124
928	814.6934825	1129.260084
929	814.3704044	1128.902633
930	814.0896732	1128.549313
931	813.9384914	1128.374767
932	813.6029901	1128.091143
933	813.3971739	1127.720835
934	813.3121212	1127.517869
935	813.0391499	1127.011782
936	812.945822	1126.862925
937	812.6613873	1126.550277
938	812.245896	1126.167225
939	811.8314468	1125.465454
940	811.6129398	1125.175311
941	810.9654506	1124.548835
942	810.5724262	1124.09543
943	810.3725774	1123.803661
944	810.2127262	1123.640767
945	809.865476	1123.306944
946	809.7755531	1123.160562
947	809.4771548	1122.734629
948	809.2702049	1122.405007
949	808.9955865	1122.094115
950	808.5466475	1121.288956
951	808.1639146	1120.764301
952	807.9022954	1120.503769
953	807.5506218	1119.956145
954	807.0634246	1119.241523
955	806.8034116	1118.967889
956	806.6445149	1118.806082
957	806.3883531	1118.254822
958	805.9591937	1117.770597
959	805.4283053	1116.85343
960	804.6955952	1115.912176
961	804.2324392	1115.105901
962	803.999686	1114.845163
963	803.7628528	1114.502996
964	803.6156336	1114.141491
965	803.205543	1112.470563
966	803.0822513	1112.357699
967	802.5055116	1111.845589
968	802.1121624	1111.31473
969	801.7528032	1110.934149
970	801.4283851	1110.326702
971	800.8229131	1109.568012
972	800.0966758	1108.841453
973	799.6677175	1108.445095
974	799.0639715	1107.636224
975	798.8418358	1107.252517
976	798.4903702	1106.805895
977	798.1453166	1106.429384
978	797.7867707	1106.048384
979	797.3173345	1105.467393
980	796.682184	1104.696413
981	796.2025234	1103.913421
982	795.8650195	1103.398571
983	795.6650231	1103.108572
984	795.5436606	1102.871521
985	795.2168214	1102.24838
986	794.9754319	1101.789687
987	794.5819885	1101.158942
988	794.4497598	1101.039702
989	794.2118602	1100.32971
990	793.9406925	1100.009223
991	793.7323123	1099.792022
992	793.2481076	1099.126627
993	793.1795819	1099.064234
994	792.9157998	1098.777198
995	792.5720855	1098.45236
996	792.2025172	1097.785968
997	791.9702201	1097.527894
998	791.7694606	1097.112882
999	791.5322498	1096.763847
