iter	MAE	RMSE
0	17225.18518	20390.42193
1	15938.55971	19075.35377
2	14748.34678	17785.1827
3	13646.97758	16610.83066
4	12628.28929	15517.13902
5	11686.36148	14513.41336
6	10817.31839	13578.95942
7	10013.63616	12713.12694
8	9273.000656	11922.27484
9	8590.35025	11202.24886
10	7962.106302	10559.76444
11	7382.809553	9938.365324
12	6854.77995	9408.446498
13	6369.706504	8888.701396
14	5929.32502	8421.426757
15	5521.382026	7967.468815
16	5157.328556	7584.299137
17	4828.908181	7225.618059
18	4525.616408	6892.798215
19	4255.202434	6604.48835
20	4017.170408	6343.525826
21	3799.617097	6089.489502
22	3607.87856	5871.528253
23	3441.469162	5678.416114
24	3290.25408	5487.950848
25	3153.483918	5313.98794
26	3026.19028	5157.85823
27	2918.043304	5013.508821
28	2820.566725	4884.75221
29	2731.80701	4763.628298
30	2654.033399	4666.236657
31	2587.208368	4575.515561
32	2526.885937	4494.017388
33	2474.415357	4423.502745
34	2428.949587	4350.450012
35	2387.282132	4280.077771
36	2354.26139	4229.696743
37	2317.951502	4141.268823
38	2286.557269	4074.518977
39	2259.052437	4031.779468
40	2236.536031	3969.453627
41	2215.307149	3926.387431
42	2191.824591	3867.824984
43	2171.590415	3836.763423
44	2148.729619	3790.666629
45	2129.503086	3754.268064
46	2110.277412	3715.391043
47	2093.611601	3680.740505
48	2081.637545	3661.000378
49	2068.915129	3640.151035
50	2057.614931	3617.482291
51	2047.642885	3600.756568
52	2034.761916	3580.042985
53	2021.791706	3561.63155
54	2011.706781	3535.414938
55	2000.086289	3513.682311
56	1990.023641	3496.451108
57	1978.449807	3466.325956
58	1970.993921	3427.832467
59	1963.073211	3415.189449
60	1951.681547	3393.070754
61	1942.997845	3375.099044
62	1933.809695	3361.119696
63	1929.10171	3339.561991
64	1921.768464	3328.411994
65	1914.040896	3308.314068
66	1909.842814	3290.204069
67	1905.379114	3281.425655
68	1897.042095	3270.812256
69	1890.561502	3253.471392
70	1883.451614	3239.445688
71	1874.432588	3214.465462
72	1865.783334	3196.08935
73	1861.563212	3183.887329
74	1856.845494	3173.197411
75	1849.523561	3160.452191
76	1843.945338	3153.131755
77	1837.882289	3140.395759
78	1834.598496	3128.266352
79	1828.942492	3118.996936
80	1825.515227	3112.264029
81	1816.08277	3093.646632
82	1808.382835	3073.786947
83	1803.110788	3063.589332
84	1799.144706	3053.622242
85	1790.617344	3031.734476
86	1783.637473	3012.925725
87	1776.492481	3001.352865
88	1768.239618	2985.677312
89	1758.27382	2967.055555
90	1750.106285	2955.143557
91	1745.378102	2943.597131
92	1739.936156	2935.208002
93	1734.222329	2924.519968
94	1730.013998	2920.138442
95	1726.357882	2916.460281
96	1721.976083	2908.750221
97	1716.57059	2897.732916
98	1716.462216	2897.425172
99	1710.157331	2881.191235
100	1703.91229	2868.94232
101	1698.911054	2856.205785
102	1695.626557	2849.57187
103	1689.699865	2837.287003
104	1686.05146	2831.835639
105	1680.0228	2822.346879
106	1676.23585	2816.886081
107	1669.312702	2798.867388
108	1665.081122	2793.910208
109	1661.787517	2787.356279
110	1658.790226	2780.403889
111	1654.788154	2770.865646
112	1651.987095	2765.357131
113	1648.863646	2745.173483
114	1645.558346	2710.54502
115	1640.105748	2702.709825
116	1633.746049	2689.866311
117	1629.38078	2678.822054
118	1624.927986	2671.469556
119	1624.00086	2660.917909
120	1619.961883	2652.053737
121	1616.584442	2642.057941
122	1613.672939	2636.948688
123	1610.540276	2630.666191
124	1608.565995	2625.685349
125	1605.909541	2596.328012
