iter	MAE	RMSE
0	17188.42388	20291.09879
1	15905.19312	18916.74761
2	14717.18025	17695.08353
3	13618.26044	16536.86719
4	12601.94201	15443.86113
5	11662.96954	14450.00033
6	10796.39488	13515.12147
7	9996.565538	12644.13313
8	9253.530509	11875.08217
9	8569.978064	11152.05506
10	7938.096449	10473.8241
11	7362.259488	9867.00761
12	6835.897613	9308.942667
13	6348.517025	8812.636258
14	5909.740164	8348.065028
15	5508.085072	7931.277414
16	5142.865892	7560.856733
17	4805.53414	7175.191228
18	4515.683212	6855.371239
19	4249.954519	6558.518642
20	4010.784463	6280.378115
21	3806.61842	6042.710906
22	3614.212927	5835.781662
23	3447.611652	5642.750633
24	3287.573792	5434.79515
25	3168.602532	5308.292706
26	3049.716159	5143.629946
27	2941.907787	5016.948484
28	2841.877349	4881.688736
29	2753.611517	4768.324462
30	2684.537923	4662.644704
31	2620.210221	4557.915657
32	2564.153531	4480.935922
33	2508.744565	4402.036149
34	2458.669062	4315.663549
35	2417.230676	4242.224102
36	2377.281993	4182.776734
37	2337.950861	4129.005483
38	2308.423274	4067.418392
39	2278.726884	4006.023541
40	2250.874908	3956.401427
41	2226.750031	3921.259379
42	2206.354014	3880.477341
43	2189.668986	3849.241016
44	2170.535919	3808.074629
45	2152.504133	3770.032536
46	2132.967068	3726.97714
47	2116.969801	3699.620186
48	2100.072784	3670.021074
49	2087.949967	3649.037809
50	2076.252574	3627.582225
51	2061.112124	3604.746473
52	2050.1034	3587.111267
53	2041.007463	3562.874453
54	2032.705245	3548.915578
55	2020.428233	3524.987548
56	2012.096786	3508.765204
57	2001.609592	3482.3783
58	1989.829431	3448.702725
59	1982.278209	3435.784032
60	1973.397599	3417.340117
61	1962.995903	3396.889586
62	1956.836271	3385.319147
63	1944.90996	3344.547346
64	1935.432923	3329.971383
65	1923.557544	3303.115428
66	1909.874735	3279.219306
67	1905.191285	3273.364234
68	1900.66019	3261.826265
69	1893.939485	3250.946909
70	1888.881705	3242.145284
71	1882.945947	3234.40185
72	1876.048552	3222.756
73	1873.172049	3203.008686
74	1866.236301	3190.722263
75	1860.224236	3177.745048
76	1854.426494	3168.849452
77	1848.980234	3160.278943
78	1845.227813	3155.419101
79	1838.85638	3144.068423
80	1835.665023	3133.769501
81	1831.310457	3127.359709
82	1825.968931	3112.335402
83	1822.041482	3105.684682
84	1815.160946	3099.504282
85	1810.051965	3087.70466
86	1805.59141	3082.328019
87	1797.665276	3063.585212
